a,b,c,d,stairsum,len
31,5,7,29,68,2.8333333333
31,5,8,28,68,2.9565217391
31,5,9,27,68,3.0909090909
31,5,10,26,68,3.2380952381
31,5,11,25,68,3.4
31,5,12,24,68,3.5789473684
31,5,13,23,68,3.7777777778
31,5,14,22,68,4
31,5,15,21,68,4.25
31,5,16,20,68,4.5333333333
31,5,17,19,68,4.8571428571
31,5,18,18,68,5.2307692308
31,5,19,17,68,5.6666666667
31,5,20,16,68,6.1818181818
31,5,21,15,68,6.8
31,5,22,14,68,7.5555555556
31,5,23,13,68,8.5
31,5,24,12,68,9.7142857143
31,5,25,11,68,11.3333333333
31,5,26,10,68,13.6
31,5,27,9,68,17
31,5,28,8,68,22.6666666667
31,5,29,7,68,34
31,5,30,6,68,68
32,4,2,34,68,2.2666666667
32,4,3,33,68,2.3448275862
32,4,4,32,68,2.4285714286
32,4,5,31,68,2.5185185185
32,4,6,30,68,2.6153846154
32,4,7,29,68,2.72
32,4,8,28,68,2.8333333333
32,4,9,27,68,2.9565217391
32,4,10,26,68,3.0909090909
32,4,11,25,68,3.2380952381
32,4,12,24,68,3.4
32,4,13,23,68,3.5789473684
32,4,14,22,68,3.7777777778
32,4,15,21,68,4
32,4,16,20,68,4.25
32,4,17,19,68,4.5333333333
32,4,18,18,68,4.8571428571
32,4,19,17,68,5.2307692308
32,4,20,16,68,5.6666666667
32,4,21,15,68,6.1818181818
32,4,22,14,68,6.8
32,4,23,13,68,7.5555555556
32,4,24,12,68,8.5
32,4,25,11,68,9.7142857143
32,4,26,10,68,11.3333333333
32,4,27,9,68,13.6
32,4,28,8,68,17
32,4,29,7,68,22.6666666667
32,4,30,6,68,34
32,4,31,5,68,68
33,3,2,34,68,2.1935483871
33,3,3,33,68,2.2666666667
33,3,4,32,68,2.3448275862
33,3,5,31,68,2.4285714286
33,3,6,30,68,2.5185185185
33,3,7,29,68,2.6153846154
33,3,8,28,68,2.72
33,3,9,27,68,2.8333333333
33,3,10,26,68,2.9565217391
33,3,11,25,68,3.0909090909
33,3,12,24,68,3.2380952381
33,3,13,23,68,3.4
33,3,14,22,68,3.5789473684
33,3,15,21,68,3.7777777778
33,3,16,20,68,4
33,3,17,19,68,4.25
33,3,18,18,68,4.5333333333
33,3,19,17,68,4.8571428571
33,3,20,16,68,5.2307692308
33,3,21,15,68,5.6666666667
33,3,22,14,68,6.1818181818
33,3,23,13,68,6.8
33,3,24,12,68,7.5555555556
33,3,25,11,68,8.5
33,3,26,10,68,9.7142857143
33,3,27,9,68,11.3333333333
33,3,28,8,68,13.6
33,3,29,7,68,17
33,3,30,6,68,22.6666666667
33,3,31,5,68,34
33,3,32,4,68,68
34,2,2,34,68,2.125
34,2,3,33,68,2.1935483871
34,2,4,32,68,2.2666666667
34,2,5,31,68,2.3448275862
34,2,6,30,68,2.4285714286
34,2,7,29,68,2.5185185185
34,2,8,28,68,2.6153846154
34,2,9,27,68,2.72
34,2,10,26,68,2.8333333333
34,2,11,25,68,2.9565217391
34,2,12,24,68,3.0909090909
34,2,13,23,68,3.2380952381
34,2,14,22,68,3.4
34,2,15,21,68,3.5789473684
34,2,16,20,68,3.7777777778
34,2,17,19,68,4
34,2,18,18,68,4.25
34,2,19,17,68,4.5333333333
34,2,20,16,68,4.8571428571
34,2,21,15,68,5.2307692308
34,2,22,14,68,5.6666666667
34,2,23,13,68,6.1818181818
34,2,24,12,68,6.8
34,2,25,11,68,7.5555555556
34,2,26,10,68,8.5
34,2,27,9,68,9.7142857143
34,2,28,8,68,11.3333333333
34,2,29,7,68,13.6
34,2,30,6,68,17
34,2,31,5,68,22.6666666667
34,2,32,4,68,34
34,2,33,3,68,68
3,34,2,35,70,70
4,33,2,35,70,35
4,33,3,34,70,70
5,32,2,35,70,23.3333333333
5,32,3,34,70,35
5,32,4,33,70,70
6,31,2,35,70,17.5
6,31,3,34,70,23.3333333333
6,31,4,33,70,35
6,31,5,32,70,70
7,30,2,35,70,14
7,30,3,34,70,17.5
7,30,4,33,70,23.3333333333
7,30,5,32,70,35
7,30,6,31,70,70
8,29,2,35,70,11.6666666667
8,29,3,34,70,14
8,29,4,33,70,17.5
8,29,5,32,70,23.3333333333
8,29,6,31,70,35
8,29,7,30,70,70
9,28,2,35,70,10
9,28,3,34,70,11.6666666667
9,28,4,33,70,14
9,28,5,32,70,17.5
9,28,6,31,70,23.3333333333
9,28,7,30,70,35
9,28,8,29,70,70
10,27,2,35,70,8.75
10,27,3,34,70,10
10,27,4,33,70,11.6666666667
10,27,5,32,70,14
10,27,6,31,70,17.5
10,27,7,30,70,23.3333333333
10,27,8,29,70,35
10,27,9,28,70,70
11,26,2,35,70,7.7777777778
11,26,3,34,70,8.75
11,26,4,33,70,10
11,26,5,32,70,11.6666666667
11,26,6,31,70,14
11,26,7,30,70,17.5
11,26,8,29,70,23.3333333333
11,26,9,28,70,35
11,26,10,27,70,70
12,25,2,35,70,7
12,25,3,34,70,7.7777777778
12,25,4,33,70,8.75
12,25,5,32,70,10
12,25,6,31,70,11.6666666667
12,25,7,30,70,14
12,25,8,29,70,17.5
12,25,9,28,70,23.3333333333
12,25,10,27,70,35
12,25,11,26,70,70
13,24,2,35,70,6.3636363636
13,24,3,34,70,7
13,24,4,33,70,7.7777777778
13,24,5,32,70,8.75
13,24,6,31,70,10
13,24,7,30,70,11.6666666667
13,24,8,29,70,14
13,24,9,28,70,17.5
13,24,10,27,70,23.3333333333
13,24,11,26,70,35
13,24,12,25,70,70
14,23,2,35,70,5.8333333333
14,23,3,34,70,6.3636363636
14,23,4,33,70,7
14,23,5,32,70,7.7777777778
14,23,6,31,70,8.75
14,23,7,30,70,10
14,23,8,29,70,11.6666666667
14,23,9,28,70,14
14,23,10,27,70,17.5
14,23,11,26,70,23.3333333333
14,23,12,25,70,35
14,23,13,24,70,70
15,22,2,35,70,5.3846153846
15,22,3,34,70,5.8333333333
15,22,4,33,70,6.3636363636
15,22,5,32,70,7
15,22,6,31,70,7.7777777778
15,22,7,30,70,8.75
15,22,8,29,70,10
15,22,9,28,70,11.6666666667
15,22,10,27,70,14
15,22,11,26,70,17.5
15,22,12,25,70,23.3333333333
15,22,13,24,70,35
15,22,14,23,70,70
16,21,2,35,70,5
16,21,3,34,70,5.3846153846
16,21,4,33,70,5.8333333333
16,21,5,32,70,6.3636363636
16,21,6,31,70,7
16,21,7,30,70,7.7777777778
16,21,8,29,70,8.75
16,21,9,28,70,10
16,21,10,27,70,11.6666666667
16,21,11,26,70,14
16,21,12,25,70,17.5
16,21,13,24,70,23.3333333333
16,21,14,23,70,35
16,21,15,22,70,70
17,20,2,35,70,4.6666666667
17,20,3,34,70,5
17,20,4,33,70,5.3846153846
17,20,5,32,70,5.8333333333
17,20,6,31,70,6.3636363636
17,20,7,30,70,7
17,20,8,29,70,7.7777777778
17,20,9,28,70,8.75
17,20,10,27,70,10
17,20,11,26,70,11.6666666667
17,20,12,25,70,14
17,20,13,24,70,17.5
17,20,14,23,70,23.3333333333
17,20,15,22,70,35
17,20,16,21,70,70
18,19,2,35,70,4.375
18,19,3,34,70,4.6666666667
18,19,4,33,70,5
18,19,5,32,70,5.3846153846
18,19,6,31,70,5.8333333333
18,19,7,30,70,6.3636363636
18,19,8,29,70,7
18,19,9,28,70,7.7777777778
18,19,10,27,70,8.75
18,19,11,26,70,10
18,19,12,25,70,11.6666666667
18,19,13,24,70,14
18,19,14,23,70,17.5
18,19,15,22,70,23.3333333333
18,19,16,21,70,35
18,19,17,20,70,70
19,18,2,35,70,4.1176470588
19,18,3,34,70,4.375
19,18,4,33,70,4.6666666667
19,18,5,32,70,5
19,18,6,31,70,5.3846153846
19,18,7,30,70,5.8333333333
19,18,8,29,70,6.3636363636
19,18,9,28,70,7
19,18,10,27,70,7.7777777778
19,18,11,26,70,8.75
19,18,12,25,70,10
19,18,13,24,70,11.6666666667
19,18,14,23,70,14
19,18,15,22,70,17.5
19,18,16,21,70,23.3333333333
19,18,17,20,70,35
19,18,18,19,70,70
20,17,2,35,70,3.8888888889
20,17,3,34,70,4.1176470588
20,17,4,33,70,4.375
20,17,5,32,70,4.6666666667
20,17,6,31,70,5
20,17,7,30,70,5.3846153846
20,17,8,29,70,5.8333333333
20,17,9,28,70,6.3636363636
20,17,10,27,70,7
20,17,11,26,70,7.7777777778
20,17,12,25,70,8.75
20,17,13,24,70,10
20,17,14,23,70,11.6666666667
20,17,15,22,70,14
20,17,16,21,70,17.5
20,17,17,20,70,23.3333333333
20,17,18,19,70,35
20,17,19,18,70,70
21,16,2,35,70,3.6842105263
21,16,3,34,70,3.8888888889
21,16,4,33,70,4.1176470588
21,16,5,32,70,4.375
21,16,6,31,70,4.6666666667
21,16,7,30,70,5
21,16,8,29,70,5.3846153846
21,16,9,28,70,5.8333333333
21,16,10,27,70,6.3636363636
21,16,11,26,70,7
21,16,12,25,70,7.7777777778
21,16,13,24,70,8.75
21,16,14,23,70,10
21,16,15,22,70,11.6666666667
21,16,16,21,70,14
21,16,17,20,70,17.5
21,16,18,19,70,23.3333333333
21,16,19,18,70,35
21,16,20,17,70,70
22,15,2,35,70,3.5
22,15,3,34,70,3.6842105263
22,15,4,33,70,3.8888888889
22,15,5,32,70,4.1176470588
22,15,6,31,70,4.375
22,15,7,30,70,4.6666666667
22,15,8,29,70,5
22,15,9,28,70,5.3846153846
22,15,10,27,70,5.8333333333
22,15,11,26,70,6.3636363636
22,15,12,25,70,7
22,15,13,24,70,7.7777777778
22,15,14,23,70,8.75
22,15,15,22,70,10
22,15,16,21,70,11.6666666667
22,15,17,20,70,14
22,15,18,19,70,17.5
22,15,19,18,70,23.3333333333
22,15,20,17,70,35
22,15,21,16,70,70
23,14,2,35,70,3.3333333333
23,14,3,34,70,3.5
23,14,4,33,70,3.6842105263
23,14,5,32,70,3.8888888889
23,14,6,31,70,4.1176470588
23,14,7,30,70,4.375
23,14,8,29,70,4.6666666667
23,14,9,28,70,5
23,14,10,27,70,5.3846153846
23,14,11,26,70,5.8333333333
23,14,12,25,70,6.3636363636
23,14,13,24,70,7
23,14,14,23,70,7.7777777778
23,14,15,22,70,8.75
23,14,16,21,70,10
23,14,17,20,70,11.6666666667
23,14,18,19,70,14
23,14,19,18,70,17.5
23,14,20,17,70,23.3333333333
23,14,21,16,70,35
23,14,22,15,70,70
24,13,2,35,70,3.1818181818
24,13,3,34,70,3.3333333333
24,13,4,33,70,3.5
24,13,5,32,70,3.6842105263
24,13,6,31,70,3.8888888889
24,13,7,30,70,4.1176470588
24,13,8,29,70,4.375
24,13,9,28,70,4.6666666667
24,13,10,27,70,5
24,13,11,26,70,5.3846153846
24,13,12,25,70,5.8333333333
24,13,13,24,70,6.3636363636
24,13,14,23,70,7
24,13,15,22,70,7.7777777778
24,13,16,21,70,8.75
24,13,17,20,70,10
24,13,18,19,70,11.6666666667
24,13,19,18,70,14
24,13,20,17,70,17.5
24,13,21,16,70,23.3333333333
24,13,22,15,70,35
24,13,23,14,70,70
25,12,2,35,70,3.0434782609
25,12,3,34,70,3.1818181818
25,12,4,33,70,3.3333333333
25,12,5,32,70,3.5
25,12,6,31,70,3.6842105263
25,12,7,30,70,3.8888888889
25,12,8,29,70,4.1176470588
25,12,9,28,70,4.375
25,12,10,27,70,4.6666666667
25,12,11,26,70,5
25,12,12,25,70,5.3846153846
25,12,13,24,70,5.8333333333
25,12,14,23,70,6.3636363636
25,12,15,22,70,7
25,12,16,21,70,7.7777777778
25,12,17,20,70,8.75
25,12,18,19,70,10
25,12,19,18,70,11.6666666667
25,12,20,17,70,14
25,12,21,16,70,17.5
25,12,22,15,70,23.3333333333
25,12,23,14,70,35
25,12,24,13,70,70
26,11,2,35,70,2.9166666667
26,11,3,34,70,3.0434782609
26,11,4,33,70,3.1818181818
26,11,5,32,70,3.3333333333
26,11,6,31,70,3.5
26,11,7,30,70,3.6842105263
26,11,8,29,70,3.8888888889
26,11,9,28,70,4.1176470588
26,11,10,27,70,4.375
26,11,11,26,70,4.6666666667
26,11,12,25,70,5
26,11,13,24,70,5.3846153846
26,11,14,23,70,5.8333333333
26,11,15,22,70,6.3636363636
26,11,16,21,70,7
26,11,17,20,70,7.7777777778
26,11,18,19,70,8.75
26,11,19,18,70,10
26,11,20,17,70,11.6666666667
26,11,21,16,70,14
26,11,22,15,70,17.5
26,11,23,14,70,23.3333333333
26,11,24,13,70,35
26,11,25,12,70,70
27,10,2,35,70,2.8
27,10,3,34,70,2.9166666667
27,10,4,33,70,3.0434782609
27,10,5,32,70,3.1818181818
27,10,6,31,70,3.3333333333
27,10,7,30,70,3.5
27,10,8,29,70,3.6842105263
27,10,9,28,70,3.8888888889
27,10,10,27,70,4.1176470588
27,10,11,26,70,4.375
27,10,12,25,70,4.6666666667
27,10,13,24,70,5
27,10,14,23,70,5.3846153846
27,10,15,22,70,5.8333333333
27,10,16,21,70,6.3636363636
27,10,17,20,70,7
27,10,18,19,70,7.7777777778
27,10,19,18,70,8.75
27,10,20,17,70,10
27,10,21,16,70,11.6666666667
27,10,22,15,70,14
27,10,23,14,70,17.5
27,10,24,13,70,23.3333333333
27,10,25,12,70,35
27,10,26,11,70,70
28,9,2,35,70,2.6923076923
28,9,3,34,70,2.8
28,9,4,33,70,2.9166666667
28,9,5,32,70,3.0434782609
28,9,6,31,70,3.1818181818
28,9,7,30,70,3.3333333333
28,9,8,29,70,3.5
28,9,9,28,70,3.6842105263
28,9,10,27,70,3.8888888889
28,9,11,26,70,4.1176470588
28,9,12,25,70,4.375
28,9,13,24,70,4.6666666667
28,9,14,23,70,5
28,9,15,22,70,5.3846153846
28,9,16,21,70,5.8333333333
28,9,17,20,70,6.3636363636
28,9,18,19,70,7
28,9,19,18,70,7.7777777778
28,9,20,17,70,8.75
28,9,21,16,70,10
28,9,22,15,70,11.6666666667
28,9,23,14,70,14
28,9,24,13,70,17.5
28,9,25,12,70,23.3333333333
28,9,26,11,70,35
28,9,27,10,70,70
29,8,2,35,70,2.5925925926
29,8,3,34,70,2.6923076923
29,8,4,33,70,2.8
29,8,5,32,70,2.9166666667
29,8,6,31,70,3.0434782609
29,8,7,30,70,3.1818181818
29,8,8,29,70,3.3333333333
29,8,9,28,70,3.5
29,8,10,27,70,3.6842105263
29,8,11,26,70,3.8888888889
29,8,12,25,70,4.1176470588
29,8,13,24,70,4.375
29,8,14,23,70,4.6666666667
29,8,15,22,70,5
29,8,16,21,70,5.3846153846
29,8,17,20,70,5.8333333333
29,8,18,19,70,6.3636363636
29,8,19,18,70,7
29,8,20,17,70,7.7777777778
29,8,21,16,70,8.75
29,8,22,15,70,10
29,8,23,14,70,11.6666666667
29,8,24,13,70,14
29,8,25,12,70,17.5
29,8,26,11,70,23.3333333333
29,8,27,10,70,35
29,8,28,9,70,70
30,7,2,35,70,2.5
30,7,3,34,70,2.5925925926
30,7,4,33,70,2.6923076923
30,7,5,32,70,2.8
30,7,6,31,70,2.9166666667
30,7,7,30,70,3.0434782609
30,7,8,29,70,3.1818181818
30,7,9,28,70,3.3333333333
30,7,10,27,70,3.5
30,7,11,26,70,3.6842105263
30,7,12,25,70,3.8888888889
30,7,13,24,70,4.1176470588
30,7,14,23,70,4.375
30,7,15,22,70,4.6666666667
30,7,16,21,70,5
30,7,17,20,70,5.3846153846
30,7,18,19,70,5.8333333333
30,7,19,18,70,6.3636363636
30,7,20,17,70,7
30,7,21,16,70,7.7777777778
30,7,22,15,70,8.75
30,7,23,14,70,10
30,7,24,13,70,11.6666666667
30,7,25,12,70,14
30,7,26,11,70,17.5
30,7,27,10,70,23.3333333333
30,7,28,9,70,35
30,7,29,8,70,70
31,6,2,35,70,2.4137931034
31,6,3,34,70,2.5
31,6,4,33,70,2.5925925926
31,6,5,32,70,2.6923076923
31,6,6,31,70,2.8
31,6,7,30,70,2.9166666667
31,6,8,29,70,3.0434782609
31,6,9,28,70,3.1818181818
31,6,10,27,70,3.3333333333
31,6,11,26,70,3.5
31,6,12,25,70,3.6842105263
31,6,13,24,70,3.8888888889
31,6,14,23,70,4.1176470588
31,6,15,22,70,4.375
31,6,16,21,70,4.6666666667
31,6,17,20,70,5
31,6,18,19,70,5.3846153846
31,6,19,18,70,5.8333333333
31,6,20,17,70,6.3636363636
31,6,21,16,70,7
31,6,22,15,70,7.7777777778
31,6,23,14,70,8.75
31,6,24,13,70,10
31,6,25,12,70,11.6666666667
31,6,26,11,70,14
31,6,27,10,70,17.5
31,6,28,9,70,23.3333333333
31,6,29,8,70,35
31,6,30,7,70,70
32,5,2,35,70,2.3333333333
32,5,3,34,70,2.4137931034
32,5,4,33,70,2.5
32,5,5,32,70,2.5925925926
32,5,6,31,70,2.6923076923
32,5,7,30,70,2.8
32,5,8,29,70,2.9166666667
32,5,9,28,70,3.0434782609
32,5,10,27,70,3.1818181818
32,5,11,26,70,3.3333333333
32,5,12,25,70,3.5
32,5,13,24,70,3.6842105263
32,5,14,23,70,3.8888888889
32,5,15,22,70,4.1176470588
32,5,16,21,70,4.375
32,5,17,20,70,4.6666666667
32,5,18,19,70,5
32,5,19,18,70,5.3846153846
32,5,20,17,70,5.8333333333
32,5,21,16,70,6.3636363636
32,5,22,15,70,7
32,5,23,14,70,7.7777777778
32,5,24,13,70,8.75
32,5,25,12,70,10
32,5,26,11,70,11.6666666667
32,5,27,10,70,14
32,5,28,9,70,17.5
32,5,29,8,70,23.3333333333
32,5,30,7,70,35
32,5,31,6,70,70
33,4,2,35,70,2.2580645161
33,4,3,34,70,2.3333333333
33,4,4,33,70,2.4137931034
33,4,5,32,70,2.5
33,4,6,31,70,2.5925925926
33,4,7,30,70,2.6923076923
33,4,8,29,70,2.8
33,4,9,28,70,2.9166666667
33,4,10,27,70,3.0434782609
33,4,11,26,70,3.1818181818
33,4,12,25,70,3.3333333333
33,4,13,24,70,3.5
33,4,14,23,70,3.6842105263
33,4,15,22,70,3.8888888889
33,4,16,21,70,4.1176470588
33,4,17,20,70,4.375
33,4,18,19,70,4.6666666667
33,4,19,18,70,5
33,4,20,17,70,5.3846153846
33,4,21,16,70,5.8333333333
33,4,22,15,70,6.3636363636
33,4,23,14,70,7
33,4,24,13,70,7.7777777778
33,4,25,12,70,8.75
33,4,26,11,70,10
33,4,27,10,70,11.6666666667
33,4,28,9,70,14
33,4,29,8,70,17.5
33,4,30,7,70,23.3333333333
33,4,31,6,70,35
33,4,32,5,70,70
34,3,2,35,70,2.1875
34,3,3,34,70,2.2580645161
34,3,4,33,70,2.3333333333
34,3,5,32,70,2.4137931034
34,3,6,31,70,2.5
34,3,7,30,70,2.5925925926
34,3,8,29,70,2.6923076923
34,3,9,28,70,2.8
34,3,10,27,70,2.9166666667
34,3,11,26,70,3.0434782609
34,3,12,25,70,3.1818181818
34,3,13,24,70,3.3333333333
34,3,14,23,70,3.5
34,3,15,22,70,3.6842105263
34,3,16,21,70,3.8888888889
34,3,17,20,70,4.1176470588
34,3,18,19,70,4.375
34,3,19,18,70,4.6666666667
34,3,20,17,70,5
34,3,21,16,70,5.3846153846
34,3,22,15,70,5.8333333333
34,3,23,14,70,6.3636363636
34,3,24,13,70,7
34,3,25,12,70,7.7777777778
34,3,26,11,70,8.75
34,3,27,10,70,10
34,3,28,9,70,11.6666666667
34,3,29,8,70,14
34,3,30,7,70,17.5
34,3,31,6,70,23.3333333333
34,3,32,5,70,35
34,3,33,4,70,70
35,2,2,35,70,2.1212121212
35,2,3,34,70,2.1875
35,2,4,33,70,2.2580645161
35,2,5,32,70,2.3333333333
35,2,6,31,70,2.4137931034
35,2,7,30,70,2.5
35,2,8,29,70,2.5925925926
35,2,9,28,70,2.6923076923
35,2,10,27,70,2.8
35,2,11,26,70,2.9166666667
35,2,12,25,70,3.0434782609
35,2,13,24,70,3.1818181818
35,2,14,23,70,3.3333333333
35,2,15,22,70,3.5
35,2,16,21,70,3.6842105263
35,2,17,20,70,3.8888888889
35,2,18,19,70,4.1176470588
35,2,19,18,70,4.375
35,2,20,17,70,4.6666666667
35,2,21,16,70,5
35,2,22,15,70,5.3846153846
35,2,23,14,70,5.8333333333
35,2,24,13,70,6.3636363636
35,2,25,12,70,7
35,2,26,11,70,7.7777777778
35,2,27,10,70,8.75
35,2,28,9,70,10
35,2,29,8,70,11.6666666667
35,2,30,7,70,14
35,2,31,6,70,17.5
35,2,32,5,70,23.3333333333
35,2,33,4,70,35
35,2,34,3,70,70
3,35,2,36,72,72
4,34,2,36,72,36
4,34,3,35,72,72
5,33,2,36,72,24
5,33,3,35,72,36
5,33,4,34,72,72
6,32,2,36,72,18
6,32,3,35,72,24
6,32,4,34,72,36
6,32,5,33,72,72
7,31,2,36,72,14.4
7,31,3,35,72,18
7,31,4,34,72,24
7,31,5,33,72,36
7,31,6,32,72,72
8,30,2,36,72,12
8,30,3,35,72,14.4
8,30,4,34,72,18
8,30,5,33,72,24
8,30,6,32,72,36
8,30,7,31,72,72
9,29,2,36,72,10.2857142857
9,29,3,35,72,12
9,29,4,34,72,14.4
9,29,5,33,72,18
9,29,6,32,72,24
9,29,7,31,72,36
9,29,8,30,72,72
10,28,2,36,72,9
10,28,3,35,72,10.2857142857
10,28,4,34,72,12
10,28,5,33,72,14.4
10,28,6,32,72,18
10,28,7,31,72,24
10,28,8,30,72,36
10,28,9,29,72,72
11,27,2,36,72,8
11,27,3,35,72,9
11,27,4,34,72,10.2857142857
11,27,5,33,72,12
11,27,6,32,72,14.4
11,27,7,31,72,18
11,27,8,30,72,24
11,27,9,29,72,36
11,27,10,28,72,72
12,26,2,36,72,7.2
12,26,3,35,72,8
12,26,4,34,72,9
12,26,5,33,72,10.2857142857
12,26,6,32,72,12
12,26,7,31,72,14.4
12,26,8,30,72,18
12,26,9,29,72,24
12,26,10,28,72,36
12,26,11,27,72,72
13,25,2,36,72,6.5454545455
13,25,3,35,72,7.2
13,25,4,34,72,8
13,25,5,33,72,9
13,25,6,32,72,10.2857142857
13,25,7,31,72,12
13,25,8,30,72,14.4
13,25,9,29,72,18
13,25,10,28,72,24
13,25,11,27,72,36
13,25,12,26,72,72
14,24,2,36,72,6
14,24,3,35,72,6.5454545455
14,24,4,34,72,7.2
14,24,5,33,72,8
14,24,6,32,72,9
14,24,7,31,72,10.2857142857
14,24,8,30,72,12
14,24,9,29,72,14.4
14,24,10,28,72,18
14,24,11,27,72,24
14,24,12,26,72,36
14,24,13,25,72,72
15,23,2,36,72,5.5384615385
15,23,3,35,72,6
15,23,4,34,72,6.5454545455
15,23,5,33,72,7.2
15,23,6,32,72,8
15,23,7,31,72,9
15,23,8,30,72,10.2857142857
15,23,9,29,72,12
15,23,10,28,72,14.4
15,23,11,27,72,18
15,23,12,26,72,24
15,23,13,25,72,36
15,23,14,24,72,72
16,22,2,36,72,5.1428571429
16,22,3,35,72,5.5384615385
16,22,4,34,72,6
16,22,5,33,72,6.5454545455
16,22,6,32,72,7.2
16,22,7,31,72,8
16,22,8,30,72,9
16,22,9,29,72,10.2857142857
16,22,10,28,72,12
16,22,11,27,72,14.4
16,22,12,26,72,18
16,22,13,25,72,24
16,22,14,24,72,36
16,22,15,23,72,72
17,21,2,36,72,4.8
17,21,3,35,72,5.1428571429
17,21,4,34,72,5.5384615385
17,21,5,33,72,6
17,21,6,32,72,6.5454545455
17,21,7,31,72,7.2
17,21,8,30,72,8
17,21,9,29,72,9
17,21,10,28,72,10.2857142857
17,21,11,27,72,12
17,21,12,26,72,14.4
17,21,13,25,72,18
17,21,14,24,72,24
17,21,15,23,72,36
17,21,16,22,72,72
18,20,2,36,72,4.5
18,20,3,35,72,4.8
18,20,4,34,72,5.1428571429
18,20,5,33,72,5.5384615385
18,20,6,32,72,6
18,20,7,31,72,6.5454545455
18,20,8,30,72,7.2
18,20,9,29,72,8
18,20,10,28,72,9
18,20,11,27,72,10.2857142857
18,20,12,26,72,12
18,20,13,25,72,14.4
18,20,14,24,72,18
18,20,15,23,72,24
18,20,16,22,72,36
18,20,17,21,72,72
19,19,2,36,72,4.2352941176
19,19,3,35,72,4.5
19,19,4,34,72,4.8
19,19,5,33,72,5.1428571429
19,19,6,32,72,5.5384615385
19,19,7,31,72,6
19,19,8,30,72,6.5454545455
19,19,9,29,72,7.2
19,19,10,28,72,8
19,19,11,27,72,9
19,19,12,26,72,10.2857142857
19,19,13,25,72,12
19,19,14,24,72,14.4
19,19,15,23,72,18
19,19,16,22,72,24
19,19,17,21,72,36
19,19,18,20,72,72
20,18,2,36,72,4
20,18,3,35,72,4.2352941176
20,18,4,34,72,4.5
20,18,5,33,72,4.8
20,18,6,32,72,5.1428571429
20,18,7,31,72,5.5384615385
20,18,8,30,72,6
20,18,9,29,72,6.5454545455
20,18,10,28,72,7.2
20,18,11,27,72,8
20,18,12,26,72,9
20,18,13,25,72,10.2857142857
20,18,14,24,72,12
20,18,15,23,72,14.4
20,18,16,22,72,18
20,18,17,21,72,24
20,18,18,20,72,36
20,18,19,19,72,72
21,17,2,36,72,3.7894736842
21,17,3,35,72,4
21,17,4,34,72,4.2352941176
21,17,5,33,72,4.5
21,17,6,32,72,4.8
21,17,7,31,72,5.1428571429
21,17,8,30,72,5.5384615385
21,17,9,29,72,6
21,17,10,28,72,6.5454545455
21,17,11,27,72,7.2
21,17,12,26,72,8
21,17,13,25,72,9
21,17,14,24,72,10.2857142857
21,17,15,23,72,12
21,17,16,22,72,14.4
21,17,17,21,72,18
21,17,18,20,72,24
21,17,19,19,72,36
21,17,20,18,72,72
22,16,2,36,72,3.6
22,16,3,35,72,3.7894736842
22,16,4,34,72,4
22,16,5,33,72,4.2352941176
22,16,6,32,72,4.5
22,16,7,31,72,4.8
22,16,8,30,72,5.1428571429
22,16,9,29,72,5.5384615385
22,16,10,28,72,6
22,16,11,27,72,6.5454545455
22,16,12,26,72,7.2
22,16,13,25,72,8
22,16,14,24,72,9
22,16,15,23,72,10.2857142857
22,16,16,22,72,12
22,16,17,21,72,14.4
22,16,18,20,72,18
22,16,19,19,72,24
22,16,20,18,72,36
22,16,21,17,72,72
23,15,2,36,72,3.4285714286
23,15,3,35,72,3.6
23,15,4,34,72,3.7894736842
23,15,5,33,72,4
23,15,6,32,72,4.2352941176
23,15,7,31,72,4.5
23,15,8,30,72,4.8
23,15,9,29,72,5.1428571429
23,15,10,28,72,5.5384615385
23,15,11,27,72,6
23,15,12,26,72,6.5454545455
23,15,13,25,72,7.2
23,15,14,24,72,8
23,15,15,23,72,9
23,15,16,22,72,10.2857142857
23,15,17,21,72,12
23,15,18,20,72,14.4
23,15,19,19,72,18
23,15,20,18,72,24
23,15,21,17,72,36
23,15,22,16,72,72
24,14,2,36,72,3.2727272727
24,14,3,35,72,3.4285714286
24,14,4,34,72,3.6
24,14,5,33,72,3.7894736842
24,14,6,32,72,4
24,14,7,31,72,4.2352941176
24,14,8,30,72,4.5
24,14,9,29,72,4.8
24,14,10,28,72,5.1428571429
24,14,11,27,72,5.5384615385
24,14,12,26,72,6
24,14,13,25,72,6.5454545455
24,14,14,24,72,7.2
24,14,15,23,72,8
24,14,16,22,72,9
24,14,17,21,72,10.2857142857
24,14,18,20,72,12
24,14,19,19,72,14.4
24,14,20,18,72,18
24,14,21,17,72,24
24,14,22,16,72,36
24,14,23,15,72,72
25,13,2,36,72,3.1304347826
25,13,3,35,72,3.2727272727
25,13,4,34,72,3.4285714286
25,13,5,33,72,3.6
25,13,6,32,72,3.7894736842
25,13,7,31,72,4
25,13,8,30,72,4.2352941176
25,13,9,29,72,4.5
25,13,10,28,72,4.8
25,13,11,27,72,5.1428571429
25,13,12,26,72,5.5384615385
25,13,13,25,72,6
25,13,14,24,72,6.5454545455
25,13,15,23,72,7.2
25,13,16,22,72,8
25,13,17,21,72,9
25,13,18,20,72,10.2857142857
25,13,19,19,72,12
25,13,20,18,72,14.4
25,13,21,17,72,18
25,13,22,16,72,24
